"Plot Title: TO11-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163345, SEN S/N: 10163345)","Intensity, Lux (LGR S/N: 10163345, SEN S/N: 10163345)","Coupler Attached (LGR S/N: 10163345)","Host Connected (LGR S/N: 10163345)","Coupler Detached (LGR S/N: 10163345)","Stopped (LGR S/N: 10163345)","End Of File (LGR S/N: 10163345)"
383,11/11/12 07:00:00 AM,0.563,0.0,,,,,
384,11/11/12 10:00:00 AM,1.112,721.2,,,,,
385,11/11/12 01:00:00 PM,2.088,1722.2,,,,,
386,11/11/12 04:00:00 PM,2.624,279.9,,,,,
387,11/11/12 07:00:00 PM,2.517,0.0,,,,,
388,11/11/12 10:00:00 PM,2.837,0.0,,,,,
389,11/12/12 01:00:00 AM,3.472,0.0,,,,,
390,11/12/12 04:00:00 AM,4.207,0.0,,,,,
391,11/12/12 07:00:00 AM,4.519,0.0,,,,,
392,11/12/12 10:00:00 AM,4.831,333.7,,,,,
393,11/12/12 01:00:00 PM,5.962,1001.0,,,,,
394,11/12/12 04:00:00 PM,6.268,958.0,,,,,
395,11/12/12 07:00:00 PM,5.450,0.0,,,,,
396,11/12/12 10:00:00 PM,5.141,0.0,,,,,
397,11/13/12 01:00:00 AM,4.415,0.0,,,,,
398,11/13/12 04:00:00 AM,4.207,0.0,,,,,
399,11/13/12 07:00:00 AM,4.207,0.0,,,,,
400,11/13/12 10:00:00 AM,4.727,990.3,,,,,
401,11/13/12 01:00:00 PM,6.370,1377.8,,,,,
402,11/13/12 04:00:00 PM,6.674,505.9,,,,,
403,11/13/12 07:00:00 PM,6.166,0.0,,,,,
404,11/13/12 10:00:00 PM,5.655,0.0,,,,,
405,11/14/12 01:00:00 AM,5.552,0.0,,,,,
406,11/14/12 04:00:00 AM,5.450,0.0,,,,,
407,11/14/12 07:00:00 AM,5.450,0.0,,,,,
408,11/14/12 10:00:00 AM,5.655,247.6,,,,,
409,11/14/12 01:00:00 PM,6.674,1722.2,,,,,
410,11/14/12 04:00:00 PM,6.674,462.9,,,,,
411,11/14/12 07:00:00 PM,6.064,0.0,,,,,
412,11/14/12 10:00:00 PM,4.415,0.0,,,,,
413,11/15/12 01:00:00 AM,3.367,0.0,,,,,
414,11/15/12 04:00:00 AM,2.837,0.0,,,,,
415,11/15/12 07:00:00 AM,2.410,0.0,,,,,
416,11/15/12 10:00:00 AM,2.303,118.4,,,,,
417,11/15/12 01:00:00 PM,3.155,172.2,,,,,
418,11/15/12 04:00:00 PM,3.683,107.6,,,,,
419,11/15/12 07:00:00 PM,3.261,0.0,,,,,
420,11/15/12 10:00:00 PM,2.943,0.0,,,,,
421,11/16/12 01:00:00 AM,2.837,0.0,,,,,
422,11/16/12 04:00:00 AM,2.303,0.0,,,,,
423,11/16/12 07:00:00 AM,2.410,0.0,,,,,
424,11/16/12 10:00:00 AM,2.943,613.5,,,,,
425,11/16/12 01:00:00 PM,4.311,990.3,,,,,
426,11/16/12 04:00:00 PM,5.141,602.8,,,,,
427,11/16/12 07:00:00 PM,5.037,0.0,,,,,
428,11/16/12 10:00:00 PM,5.450,0.0,,,,,
429,11/17/12 01:00:00 AM,5.347,0.0,,,,,
430,11/17/12 04:00:00 AM,5.244,0.0,,,,,
431,11/17/12 07:00:00 AM,5.347,0.0,,,,,
432,11/17/12 10:00:00 AM,5.655,656.6,,,,,
433,11/17/12 01:00:00 PM,6.978,968.8,,,,,
434,11/17/12 04:00:00 PM,4.727,226.0,,,,,
435,11/17/12 07:00:00 PM,3.998,0.0,,,,,
436,11/17/12 10:00:00 PM,3.472,0.0,,,,,
437,11/18/12 01:00:00 AM,3.893,0.0,,,,,
438,11/18/12 04:00:00 AM,3.472,0.0,,,,,
