"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
132,10/10/13 04:00:00 AM,4.519,0.0,,,,,
133,10/10/13 07:00:00 AM,4.519,0.0,,,,,
134,10/10/13 10:00:00 AM,6.573,3100.0,,,,,
135,10/10/13 01:00:00 PM,8.879,4305.6,,,,,
136,10/10/13 04:00:00 PM,9.176,2066.7,,,,,
137,10/10/13 07:00:00 PM,8.282,0.0,,,,,
138,10/10/13 10:00:00 PM,7.782,0.0,,,,,
139,10/11/13 01:00:00 AM,7.381,0.0,,,,,
140,10/11/13 04:00:00 AM,6.877,0.0,,,,,
141,10/11/13 07:00:00 AM,5.757,0.0,,,,,
142,10/11/13 10:00:00 AM,6.471,1324.0,,,,,
143,10/11/13 01:00:00 PM,8.978,4650.0,,,,,
144,10/11/13 04:00:00 PM,8.282,2325.0,,,,,
145,10/11/13 07:00:00 PM,7.481,0.0,,,,,
146,10/11/13 10:00:00 PM,7.079,0.0,,,,,
147,10/12/13 01:00:00 AM,6.573,0.0,,,,,
148,10/12/13 04:00:00 AM,6.370,0.0,,,,,
149,10/12/13 07:00:00 AM,5.552,0.0,,,,,
150,10/12/13 10:00:00 AM,5.962,2927.8,,,,,
151,10/12/13 01:00:00 PM,7.983,4822.3,,,,,
152,10/12/13 04:00:00 PM,7.882,1550.0,,,,,
153,10/12/13 07:00:00 PM,7.381,0.0,,,,,
154,10/12/13 10:00:00 PM,7.179,0.0,,,,,
155,10/13/13 01:00:00 AM,5.757,0.0,,,,,
156,10/13/13 04:00:00 AM,4.311,0.0,,,,,
157,10/13/13 07:00:00 AM,3.683,0.0,,,,,
158,10/13/13 10:00:00 AM,4.311,1550.0,,,,,
159,10/13/13 01:00:00 PM,6.674,699.7,,,,,
160,10/13/13 04:00:00 PM,6.978,430.6,,,,,
161,10/13/13 07:00:00 PM,5.962,0.0,,,,,
162,10/13/13 10:00:00 PM,4.831,0.0,,,,,
163,10/14/13 01:00:00 AM,3.893,0.0,,,,,
164,10/14/13 04:00:00 AM,3.367,0.0,,,,,
165,10/14/13 07:00:00 AM,3.261,0.0,,,,,
166,10/14/13 10:00:00 AM,4.207,1463.9,,,,,
167,10/14/13 01:00:00 PM,6.471,462.9,,,,,
168,10/14/13 04:00:00 PM,7.280,279.9,,,,,
169,10/14/13 07:00:00 PM,6.471,0.0,,,,,
170,10/14/13 10:00:00 PM,5.655,0.0,,,,,
171,10/15/13 01:00:00 AM,5.037,0.0,,,,,
172,10/15/13 04:00:00 AM,4.415,0.0,,,,,
173,10/15/13 07:00:00 AM,4.207,0.0,,,,,
174,10/15/13 10:00:00 AM,5.037,1377.8,,,,,
175,10/15/13 01:00:00 PM,7.481,1108.7,,,,,
