Species,Year,Site,Phenophase,SDD,Opt,Duration,Height
POBI,2014,RL5,flwr,193,236.4987,11.7375,29.4482
POBI,2014,RL6,flwr,196,238.541,10.6766,25.4808
POBI,2014,RL7,flwr,197,235.5,9.9856,25.0616
POBI,2014,RL8,flwr,194,240.7513,13.4879,33.8148
POBI,2014,RL3,fruit,181,225.2464,6.2189,12.7764
POBI,2014,RL4,fruit,196,255.1688,15.8003,36.4714
POBI,2014,RL5,fruit,193,248.6468,12.1237,22.4966
POBI,2014,RL6,fruit,196,252.6713,15.0706,30.6524
POBI,2014,RL7,fruit,197,251.0998,10.1183,16.3763
POBI,2014,RL8,fruit,194,247.5374,13.4929,33.8416
POBI,2014,RL3,seed,181,245.4996,14.5489,26.4052
POBI,2014,RL4,seed,196,267.5564,14.2427,30.859
POBI,2014,RL5,seed,193,263.7117,16.3875,28.3365
POBI,2014,RL6,seed,196,260.7927,18.2814,24.9935
POBI,2014,RL7,seed,197,257.4112,14.141,13.024
POBI,2014,RL8,seed,194,259.9229,14.6773,36.7909
POBI,2015,RL3,bud,139,171.8603,2.1982,4.7518
POBI,2015,RL4,bud,145,176.5753,7.1745,18.0152
POBI,2015,RL5,bud,140,174.3183,6.7142,16.849
POBI,2015,RL6,bud,151,177.4106,5.7823,14.5307
POBI,2015,RL7,bud,149,175.4554,2.7878,8.0082
POBI,2015,RL8,bud,149,174.2839,6.0044,15.0675
POBI,2015,GB12,bud,144,176.0641,5.069,11.9333
POBI,2015,GB15,bud,135,172.3103,6.5597,10.6102
POBI,2015,RL3,flwr,139,181.399,4.289,8.3832
POBI,2015,RL4,flwr,145,188.5,8.9334,22.4277
POBI,2015,RL5,flwr,140,184.311,5.5417,13.9128
POBI,2015,RL6,flwr,151,190.0317,8.8662,20.5985
POBI,2015,RL7,flwr,149,183,5.8758,14.9433
POBI,2015,RL8,flwr,149,186.0335,8.3534,20.939
POBI,2015,GB12,flwr,144,190.6308,8.8937,19.9388
POBI,2015,GB15,flwr,135,183.6243,8.0561,10.7001
POBI,2015,RL3,fruit,139,188.8779,3.9148,8.5067
POBI,2015,RL4,fruit,145,196.4731,7.6226,13.8536
POBI,2015,RL5,fruit,140,194.1443,5.6452,13.6164
POBI,2015,RL6,fruit,151,196.5,10.343,25.9565
POBI,2015,RL7,fruit,149,192.6783,10.5444,20.0534
POBI,2015,RL8,fruit,149,192.0924,9.7362,24.4062
POBI,2015,GB12,fruit,144,194.9738,6.4443,8.1315
POBI,2015,GB13,fruit,123,205.8118,13.1835,5.7439
POBI,2015,RL3,seed,139,212.0961,18.7182,22.624
POBI,2015,RL4,seed,145,215.4322,10.975,20.5186
POBI,2015,RL5,seed,140,209.7981,14.4487,24.8944
POBI,2015,RL6,seed,151,219.3885,18.7911,41.0204
POBI,2015,RL7,seed,149,214.6111,16.2949,36.6456
POBI,2015,RL8,seed,149,214.7892,22.2813,52.6331
POBI,2015,GB12,seed,144,212.1319,13.238,19.0741
POBI,2015,GB15,seed,135,219.2969,16.6167,24.4578
POBI,2016,RL4,bud,180,213.2265,7.2351,16.6469
POBI,2016,RL6,bud,191,214.944,5.1597,12.5636
POBI,2016,RL7,bud,182,213.5121,4.9915,10.1059
POBI,2016,RL8,bud,176,215.843,7.8068,18.6629
POBI,2016,GB12,bud,172,204.5069,7.9831,20.049
POBI,2016,RL3b,bud,184,209.2098,5.748,10.2241
POBI,2016,RL5a,bud,192,213.8801,9.9235,23.9261
POBI,2016,RL5b,bud,179,217.3878,7.3225,18.3805
POBI,2016,RL4,flwr,180,227.5339,7.3937,18.5817
POBI,2016,RL6,flwr,191,240.8366,9.0926,19.3645
POBI,2016,RL7,flwr,182,218.0166,4.2278,10.8881
POBI,2016,RL8,flwr,176,233.4176,14.4373,36.7724
POBI,2016,GB12,flwr,172,216.1175,10.6762,27.1804
POBI,2016,GB15,flwr,173,219.8915,6.6257,3.5225
POBI,2016,RL3a,flwr,158,209.8762,5.6419,2.416
POBI,2016,RL3b,flwr,184,217.7583,8.6638,20.4853
POBI,2016,RL5a,flwr,192,223.5,8.1339,20.4273
POBI,2016,RL5b,flwr,179,231.4993,9.0336,25.634
POBI,2016,RL4,fruit,180,234.3636,6.9778,17.9783
POBI,2016,RL6,fruit,191,247.9958,13.8957,35.1955
POBI,2016,RL7,fruit,182,240.3692,8.5635,21.8583
POBI,2016,RL8,fruit,176,246.782,15.5248,39.76
POBI,2016,GB12,fruit,172,233.8289,8.2391,20.6568
POBI,2016,RL3b,fruit,184,230.614,8.1704,19.4821
POBI,2016,RL5a,fruit,192,234.2483,9.4369,24.0659
POBI,2016,RL5b,fruit,179,246.0559,13.5342,35.3967
POBI,2016,RL6,seed,191,265.1684,7.3598,18.6823
POBI,2016,RL7,seed,182,249.2745,13.514,26.928
POBI,2016,RL8,seed,176,252.4996,16.2633,40.7853
POBI,2016,GB12,seed,172,244.3481,11.424,27.4878
POBI,2016,GB13,seed,141,245.3165,12.1424,12.1266
POBI,2016,RL3b,seed,184,245.8247,8.958,24.5971
POBI,2016,RL5a,seed,192,244.4788,11.7297,20.8146
POBI,2016,RL5b,seed,179,251.7107,9.0169,19.5968
POBI,2017,RL3,bud,188,209.3383,6.7839,12.1988
POBI,2017,RL4,bud,188,212.5,3.7853,9.5715
POBI,2017,RL5,bud,199,219.0163,5.9437,14.4082
POBI,2017,RL6,bud,195,216.5006,5.5689,14.0155
POBI,2017,RL7,bud,195,219.7281,6.9649,17.4718
POBI,2017,RL8,bud,192,211.8277,5.533,14.0251
POBI,2017,RL9,bud,195,214.7698,7.9106,17.7651
POBI,2017,GB12,bud,179,204.9586,6.0655,12.7981
POBI,2017,GB15,bud,186,207.2523,2.8944,7.5014
POBI,2017,GB16,bud,177,203.979,7.2076,17.1036
POBI,2017,GB17,bud,183,208.6909,4.8683,12.2277
POBI,2017,RL10,bud,197,216.5447,6.0015,15.087
POBI,2017,RL3,flwr,188,220.9339,6.0859,14.2736
POBI,2017,RL4,flwr,188,223.9729,8.2837,20.9079
POBI,2017,RL5,flwr,199,232,10.7248,27.0002
POBI,2017,RL6,flwr,195,229.5,9.492,24.0919
POBI,2017,RL7,flwr,195,229.9414,9.8422,24.8139
POBI,2017,RL8,flwr,192,224.5833,9.346,23.4503
POBI,2017,RL9,flwr,195,226.5,11.9591,30.0032
POBI,2017,GB12,flwr,179,216.5,9.0963,23.6786
POBI,2017,GB15,flwr,186,216.5,5.4372,15.1487
POBI,2017,GB16,flwr,177,213.5,8.4194,21.1416
POBI,2017,GB17,flwr,183,225,7.0368,17.8177
POBI,2017,RL10,flwr,197,227.0936,9.6673,24.2335
POBI,2017,RL3,fruit,188,239.5747,10.6896,14.2311
POBI,2017,RL4,fruit,188,236.9123,8.4745,18.398
POBI,2017,RL5,fruit,199,245.013,11.8732,26.0674
POBI,2017,RL6,fruit,195,241.2611,10.8092,24.9063
POBI,2017,RL7,fruit,195,240.437,10.7803,26.5686
POBI,2017,RL8,fruit,192,236.4606,11.8556,28.0807
POBI,2017,RL9,fruit,195,237.6988,13.2878,33.3109
POBI,2017,GB12,fruit,179,228.8284,9.9402,25.0031
POBI,2017,GB15,fruit,186,231.5,6.1794,15.5403
POBI,2017,GB16,fruit,177,228.2509,6.5967,15.4572
POBI,2017,GB17,fruit,183,235.1471,6.078,10.3094
POBI,2017,RL10,fruit,197,239.3753,13.2178,33.1454
POBI,2017,RL3,seed,188,237.227,6.1237,15.3605
POBI,2017,RL4,seed,188,251.4885,9.904,22.1649
POBI,2017,RL5,seed,199,259.6398,15.6145,27.869
POBI,2017,RL6,seed,195,253.433,13.825,30.8448
POBI,2017,RL7,seed,195,250.5,11.5414,28.9571
POBI,2017,RL8,seed,192,258.615,19.539,49.0012
POBI,2017,RL9,seed,195,246.1503,13.8959,34.8969
POBI,2017,GB12,seed,179,248.0779,13.9564,38.279
POBI,2017,GB15,seed,186,247.2085,8.1642,28.5533
POBI,2017,GB16,seed,177,245.3901,9.4592,24.2738
POBI,2017,GB17,seed,183,245.4828,10.3563,23.3531
POBI,2017,RL10,seed,197,247.4999,13.3444,33.4728
POBI,2018,RL3,bud,186,211.4447,4.1145,4.8441
POBI,2018,RL5,bud,193,219.6576,11.4681,8.6983
POBI,2018,RL6,bud,188,212.0934,6.2222,13.0733
POBI,2018,RL7,bud,194,214.5013,7.7233,17.9161
POBI,2018,RL8,bud,192,209,6.206,15.7593
POBI,2018,RL9,bud,192,211.4511,7.6348,17.2676
POBI,2018,GB12,bud,171,198.5,5.0447,12.7076
POBI,2018,GB15,bud,168,198.9657,11.8515,14.6031
POBI,2018,GB16,bud,146,190.4292,11.8222,17.8412
POBI,2018,RL10,bud,193,212.9869,4.7518,10.7691
POBI,2018,RL3,flwr,186,218.6506,4.1549,8.2113
POBI,2018,RL5,flwr,193,230.5969,10.8649,27.2529
POBI,2018,RL6,flwr,188,224.1647,10.2516,22.9635
POBI,2018,RL7,flwr,194,231.2431,10.7921,27.0587
POBI,2018,RL8,flwr,192,221.3817,12.8299,31.6573
POBI,2018,RL9,flwr,192,223.6453,14.388,36.0762
POBI,2018,GB12,flwr,171,208.7971,10.4478,24.6608
POBI,2018,GB15,flwr,168,214.8752,8.9244,16.924
POBI,2018,GB16,flwr,146,199.6659,10.8734,25.1555
POBI,2018,RL10,flwr,193,224.7278,10.9962,25.5192
POBI,2018,RL3,fruit,186,226.4409,2.6712,5.0657
POBI,2018,RL5,fruit,193,238.3942,12.1124,16.1135
POBI,2018,RL6,fruit,188,235.1927,10.7071,22.9476
POBI,2018,RL7,fruit,194,239.9216,11.86,29.7293
POBI,2018,RL8,fruit,192,231.0227,10.9439,27.2146
POBI,2018,RL9,fruit,192,235.9512,16.7602,42.0117
POBI,2018,GB12,fruit,171,221.2501,12.1046,30.3482
POBI,2018,GB15,fruit,168,227.3995,6.9768,17.517
POBI,2018,GB16,fruit,146,215.3435,13.6524,9.6738
POBI,2018,RL10,fruit,193,235.3615,14.9997,37.6328
POBI,2018,RL3,seed,186,246.2921,10.107,19.1763
POBI,2018,RL5,seed,193,258.358,32.5428,16.492
POBI,2018,RL6,seed,188,248.1686,15.575,20.572
POBI,2018,RL7,seed,194,253.2215,12.058,23.1524
POBI,2018,RL8,seed,192,244.318,15.6255,39.1753
POBI,2018,RL9,seed,192,243,15.2085,38.2046
POBI,2018,GB12,seed,171,243.0076,13.0043,21.2564
POBI,2018,GB15,seed,168,243.4483,10.1108,20.0694
POBI,2018,GB16,seed,146,219.8262,3.134,6.4781
POBI,2018,RL10,seed,193,246.6071,14.1926,32.6409
VASI,2013,RL2,bud,183,198.4732,15.8702,39.7983
VASI,2013,RL3,bud,181,199.7501,9.6097,21.4991
VASI,2013,RL4,bud,192,212.8293,6.1023,3.4217
VASI,2013,RL5,bud,188,213.4162,13.3697,31.0933
VASI,2013,RL6,bud,195,218.2403,7.0215,15.6703
VASI,2013,RL8,bud,193,220.3955,8.715,12.5779
VASI,2013,RL2,flwr,183,211.1196,14.6779,36.8582
VASI,2013,RL3,flwr,181,209.6535,8.7818,21.6116
VASI,2013,RL4,flwr,192,219.0223,6.2162,4.7797
VASI,2013,RL5,flwr,188,221.5,11.404,28.6131
VASI,2013,RL6,flwr,195,227.9178,10.7816,24.0252
VASI,2013,RL8,flwr,193,238.8065,13.1514,32.9692
VASI,2013,RL2,fruit,183,227.5031,9.871,20.9808
VASI,2013,RL3,fruit,181,223.453,10.2228,21.8076
VASI,2013,RL4,fruit,192,244.6398,11.6185,5.8096
VASI,2013,RL5,fruit,188,241.0323,7.4863,18.7655
VASI,2013,RL6,fruit,195,245.2872,10.7666,15.2955
VASI,2013,RL8,fruit,193,244.7734,7.8185,19.6063
VASI,2013,RL2,seed,183,246.3385,13.0947,31.1364
VASI,2013,RL3,seed,181,237.3616,15.9619,33.2482
VASI,2013,RL4,seed,192,254.7546,10.436,14.0676
VASI,2013,RL5,seed,188,251.3243,11.67,25.8357
VASI,2013,RL6,seed,195,255.9453,8.7215,19.0897
VASI,2013,RL8,seed,193,256.1794,7.6285,17.5491
VASI,2014,RL2,bud,183,204.2017,9.2026,19.7198
VASI,2014,RL3,bud,181,198.0802,11.0554,27.7124
VASI,2014,RL4,bud,196,226.2845,12.4274,28.0277
VASI,2014,RL5,bud,193,223.8068,14.9671,34.6038
VASI,2014,RL6,bud,196,226.6357,12.6705,4.5803
VASI,2014,RL8,bud,194,231.6682,10.3564,4.6732
VASI,2014,RL2,flwr,183,218.1883,9.4901,23.8754
VASI,2014,RL3,flwr,181,207.0021,10.0027,25.073
VASI,2014,RL4,flwr,196,238.9668,13.9575,34.9864
VASI,2014,RL5,flwr,193,231.9706,15.3447,38.4635
VASI,2014,RL6,flwr,196,233.3789,10.5798,10.8771
VASI,2014,RL8,flwr,194,230.3909,10.1384,10.7567
VASI,2014,RL2,fruit,183,228.9947,4.6297,11.605
VASI,2014,RL3,fruit,181,227.1214,10.3372,21.4833
VASI,2014,RL4,fruit,196,253.558,10.9443,27.4556
VASI,2014,RL5,fruit,193,246.7178,10.483,26.1526
VASI,2014,RL6,fruit,196,244.6688,12.0149,6.2389
VASI,2014,RL8,fruit,194,246.3385,12.0806,6.3702
VASI,2014,RL2,seed,183,232.6701,4.629,11.7254
VASI,2014,RL3,seed,181,238.985,13.5504,28.2971
VASI,2014,RL4,seed,196,260.3878,10.2253,23.542
VASI,2014,RL5,seed,193,255.5,11.6834,29.5283
VASI,2014,RL8,seed,194,259.5739,9.8324,8.4411
VASI,2015,RL2,bud,140,168.6765,7.1892,14.5425
VASI,2015,RL3,bud,139,164.5104,8.2316,20.67
VASI,2015,RL4,bud,145,171.9915,8.6867,21.7744
VASI,2015,RL5,bud,140,168.5232,11.5396,26.0113
VASI,2015,GB10,bud,125,179.5526,2.7114,5.707
VASI,2015,GB11,bud,130,159,12.5434,31.5416
VASI,2015,GB12,bud,144,166.7059,18.1563,28.5494
VASI,2015,GB13,bud,123,164.5,17.8106,45.0866
VASI,2015,GB14,bud,136,164.5,13.3158,33.9712
VASI,2015,GB15,bud,135,167.4994,7.4006,18.5929
VASI,2015,GB4,bud,120,164.3215,11.2913,28.9076
VASI,2015,GB8,bud,133,166.1075,15.7689,39.59
VASI,2015,RL2,flwr,140,179.247,5.7152,9.1898
VASI,2015,RL3,flwr,139,173.7938,6.8249,17.1152
VASI,2015,RL4,flwr,145,184.8188,8.9232,22.4616
VASI,2015,RL5,flwr,140,182.3521,7.2836,18.2787
VASI,2015,RL6,flwr,151,183.359,6.2055,4.4126
VASI,2015,GB10,flwr,125,185.4861,9.5352,16.8232
VASI,2015,GB11,flwr,130,166.8987,5.3071,13.0275
VASI,2015,GB12,flwr,144,182.4992,8.5095,14.135
VASI,2015,GB13,flwr,123,180.4997,20.1046,50.5352
VASI,2015,GB14,flwr,136,170.5003,10.0609,26.0095
VASI,2015,GB15,flwr,135,178.4222,11.5856,22.1942
VASI,2015,GB4,flwr,120,170.5,7.8417,20.6809
VASI,2015,GB8,flwr,133,174.5,10.6644,26.761
VASI,2015,RL2,fruit,140,187.0324,4.7542,4.3158
VASI,2015,RL3,fruit,139,196.3719,13.594,28.3898
VASI,2015,RL4,fruit,145,194.8303,10.3667,23.3295
VASI,2015,RL5,fruit,140,193.2363,8.7248,17.981
VASI,2015,RL6,fruit,151,202.1894,10.4463,5.5384
VASI,2015,RL8,fruit,149,199.2515,10.8427,6.3263
VASI,2015,GB10,fruit,125,197.8635,11.1122,17.5038
VASI,2015,GB11,fruit,130,202.4742,9.8236,8.7024
VASI,2015,GB12,fruit,144,196.5531,7.7637,9.0146
VASI,2015,GB13,fruit,123,194.4311,14.0689,28.43
VASI,2015,GB14,fruit,136,187.5662,13.4661,12.8895
VASI,2015,GB15,fruit,135,194.518,10.8816,20.4677
VASI,2015,GB4,fruit,120,178.7675,9.2144,8.1698
VASI,2015,GB8,fruit,133,193.8465,15.3792,38.5518
VASI,2015,RL2,seed,140,203.9071,12.7405,6.3882
VASI,2015,RL3,seed,139,201.2886,15.8724,37.9695
VASI,2015,RL4,seed,145,208.3191,12.5218,22.9048
VASI,2015,RL5,seed,140,211.2139,11.7181,24.5591
VASI,2015,RL6,seed,151,208.4115,10.5917,5.865
VASI,2015,RL8,seed,149,219.3515,16.6346,11.052
VASI,2015,GB10,seed,125,213.8102,11.0279,14.6791
VASI,2015,GB11,seed,130,208.1223,12.824,8.3089
VASI,2015,GB12,seed,144,214.4982,12.0437,9.771
VASI,2015,GB13,seed,123,206.012,13.0441,27.7949
VASI,2015,GB14,seed,136,214.5132,14.7375,5.8081
VASI,2015,GB15,seed,135,206.7909,10.8146,20.2047
VASI,2015,GB8,seed,133,205.2348,12.6333,31.7251
VASI,2016,RL2,bud,147,212.1386,14.6187,2.9539
VASI,2016,RL4,bud,180,215.9673,14.7255,19.722
VASI,2016,GB10,bud,154,200.763,20.3472,15.515
VASI,2016,GB12,bud,172,210.8212,13.1339,6.8056
VASI,2016,GB13,bud,141,179.0336,28.6107,26.5851
VASI,2016,GB14,bud,165,177.7612,17.4252,33.1993
VASI,2016,GB15,bud,173,210.7905,11.5494,20.365
VASI,2016,GB8,bud,155,190.3095,9.2366,23.1658
VASI,2016,GB9,bud,178,199.8879,12.5194,7.7779
VASI,2016,RL3a,bud,158,182.8748,4.2317,10.302
VASI,2016,RL3b,bud,184,202.1683,8.7707,9.967
VASI,2016,RL5a,bud,192,206.7062,10.4214,25.4692
VASI,2016,RL5b,bud,179,211.7325,7.3358,9.7396
VASI,2016,RL4,flwr,180,218.4985,1.6701,3.3306
VASI,2016,RL6,flwr,191,217.7322,3.9652,4.0607
VASI,2016,GB10,flwr,154,222.4098,10.2994,7.9194
VASI,2016,GB12,flwr,172,217.8389,9.468,7.6185
VASI,2016,GB13,flwr,141,208.6985,21.5967,7.02
VASI,2016,GB14,flwr,165,194.7232,16.8279,6.5044
VASI,2016,GB15,flwr,173,209.5525,10.6102,26.8445
VASI,2016,GB8,flwr,155,198.3897,8.0545,16.0669
VASI,2016,GB9,flwr,178,214.9645,10.3265,14.0876
VASI,2016,RL3a,flwr,158,210.091,11.943,3.6559
VASI,2016,RL3b,flwr,184,214.7396,9.1952,16.244
VASI,2016,RL5a,flwr,192,217.9994,9.8175,24.7366
VASI,2016,RL5b,flwr,179,216.1635,3.3094,7.0983
VASI,2016,GB10,fruit,154,236.4017,5.9848,5.1248
VASI,2016,GB15,fruit,173,226.9105,7.6433,8.4628
VASI,2016,GB9,fruit,178,228.952,7.3913,5.2247
VASI,2016,RL3b,fruit,184,249.7483,3.7846,9.5075
VASI,2016,RL5a,fruit,192,236.7675,10.7883,21.8967
VASI,2016,RL5b,fruit,179,254.1648,5.3859,10.539
VASI,2016,GB15,seed,173,239.071,11.71,10.2099
VASI,2016,GB8,seed,155,243.8066,10.6854,6.6901
VASI,2016,RL3b,seed,184,252.2678,5.7447,9.5274
VASI,2016,RL5a,seed,192,243.8883,7.7426,19.9937
VASI,2016,RL5b,seed,179,254.1635,5.3843,10.5366
VASI,2017,RL1,bud,191,210.7233,15.7693,6.8217
VASI,2017,RL2,bud,173,199.9925,12.2929,14.4342
VASI,2017,RL3,bud,188,201.7185,8.9502,22.4459
VASI,2017,RL4,bud,188,204.1506,9.3515,21.3362
VASI,2017,RL5,bud,199,217.1955,12.2849,16.3238
VASI,2017,RL6,bud,195,208.6049,11.1086,27.8628
VASI,2017,RL7,bud,195,208.8666,8.7469,17.1475
VASI,2017,RL9,bud,195,206.626,10.1043,25.3763
VASI,2017,GB10,bud,176,205.4983,11.6882,5.6346
VASI,2017,GB11,bud,175,194.8149,16.5575,21.2541
VASI,2017,GB12,bud,179,190.5278,19.3503,10.7383
VASI,2017,GB13,bud,169,192.8795,11.2807,19.8332
VASI,2017,GB14,bud,174,189.8753,12.7906,31.9265
VASI,2017,GB15,bud,186,192.8646,13.4074,33.6091
VASI,2017,GB6,bud,174,188.2573,12.4569,20.9627
VASI,2017,GB8,bud,174,191.039,10.8449,26.316
VASI,2017,GB9,bud,177,202.395,9.0811,15.7171
VASI,2017,GB16,bud,177,193.1383,15.6342,39.1907
VASI,2017,GB17,bud,183,215.4602,11.8314,6.236
VASI,2017,RL10,bud,197,208.7397,13.9084,17.2288
VASI,2017,RL1,flwr,191,222.5124,7.4865,15.713
VASI,2017,RL2,flwr,173,212.9438,9.3882,11.0018
VASI,2017,RL3,flwr,188,212.2519,10.1977,22.7587
VASI,2017,RL4,flwr,188,216.9204,10.0388,24.3634
VASI,2017,RL5,flwr,199,225.8686,9.8699,24.7424
VASI,2017,RL6,flwr,195,220.8678,8.8967,22.3032
VASI,2017,RL7,flwr,195,224.3832,9.1842,22.0174
VASI,2017,RL9,flwr,195,210,3.0947,8.1731
VASI,2017,GB10,flwr,176,217.9778,10.8131,4.5513
VASI,2017,GB11,flwr,175,211.1265,9.0606,21.2449
VASI,2017,GB12,flwr,179,209.8065,14.1087,5.1458
VASI,2017,GB13,flwr,169,202.2164,8.5932,20.6821
VASI,2017,GB14,flwr,174,200.375,10.7975,26.1704
VASI,2017,GB15,flwr,186,206.7941,7.9946,20.1386
VASI,2017,GB6,flwr,174,196.9998,13.5648,34.3734
VASI,2017,GB8,flwr,174,203.2404,9.8324,24.6536
VASI,2017,GB9,flwr,177,212.3056,8.3341,19.2234
VASI,2017,GB16,flwr,177,207,13.4004,33.6834
VASI,2017,GB17,flwr,183,218.6113,11.6242,8.2864
VASI,2017,RL10,flwr,197,216.9051,7.7219,19.3573
VASI,2017,RL1,fruit,191,229.0433,3.6026,6.802
VASI,2017,RL2,fruit,173,233.0214,11.8505,9.8103
VASI,2017,RL3,fruit,188,231.0927,8.8288,16.6628
VASI,2017,RL4,fruit,188,231.823,10.0025,20.6118
VASI,2017,RL5,fruit,199,238.9385,8.036,19.2182
VASI,2017,RL6,fruit,195,241.4907,12.042,25.751
VASI,2017,RL7,fruit,195,240.7,9.4895,22.5766
VASI,2017,GB10,fruit,176,227.4725,9.2735,7.414
VASI,2017,GB11,fruit,175,230.3324,8.9533,22.458
VASI,2017,GB12,fruit,179,232.8159,19.3847,11.3516
VASI,2017,GB13,fruit,169,226.368,11.6755,28.8996
VASI,2017,GB14,fruit,174,223.1611,7.2315,6.4734
VASI,2017,GB15,fruit,186,224.7732,14.1096,15.6037
VASI,2017,GB6,fruit,174,221.5857,13.7576,25.7982
VASI,2017,GB8,fruit,174,224.8481,13.0936,30.7288
VASI,2017,GB9,fruit,177,228.4789,9.5382,23.8499
VASI,2017,GB16,fruit,177,228.1623,13.6492,33.9796
VASI,2017,GB17,fruit,183,228.3615,6.8554,7.163
VASI,2017,RL10,fruit,197,237.0798,7.6403,15.7788
VASI,2017,RL1,seed,191,242.0961,11.7316,3.2811
VASI,2017,RL2,seed,173,236.2836,9.4709,9.1349
VASI,2017,RL3,seed,188,243.3745,11.8314,25.4199
VASI,2017,RL4,seed,188,242.5388,11.8275,29.6696
VASI,2017,RL5,seed,199,252.3974,9.9392,25.1613
VASI,2017,RL6,seed,195,246.3522,10.0556,25.2579
VASI,2017,RL7,seed,195,247.4904,9.5827,22.0541
VASI,2017,GB11,seed,175,237.2309,9.9272,10.0179
VASI,2017,GB12,seed,179,234.9947,26.5096,7.6391
VASI,2017,GB13,seed,169,223.9054,8.3986,5.9591
VASI,2017,GB15,seed,186,238.9283,26.5329,8.4566
VASI,2017,GB6,seed,174,223.4152,9.9899,13.1487
VASI,2017,GB8,seed,174,230.0543,7.815,19.5897
VASI,2017,GB9,seed,177,245.433,11.1513,15.2809
VASI,2017,GB16,seed,177,229.6191,8.7047,20.0839
VASI,2017,GB17,seed,183,231.008,6.8535,5.291
VASI,2017,RL10,seed,197,245.0763,9.7732,13.8282
VASI,2018,RL2,bud,176,197.6912,7.1123,2.954
VASI,2018,RL3,bud,186,202.1391,14.4447,22.7949
VASI,2018,RL4,bud,184,205.9597,10.6598,11.8436
VASI,2018,RL6,bud,188,202.9074,10.0291,21.1127
VASI,2018,RL7,bud,194,205.2909,8.2583,14.9873
VASI,2018,RL9,bud,192,204.8967,4.837,7.0607
VASI,2018,GB10,bud,163,188.4934,14.8192,14.9129
VASI,2018,GB12,bud,171,203.9414,9.2184,7.4309
VASI,2018,GB13,bud,164,209.2735,18.9019,6.8547
VASI,2018,GB15,bud,168,186.5148,15.8519,39.7556
VASI,2018,GB6,bud,145,187.0227,13.3704,29.2856
VASI,2018,GB8,bud,169,186.024,10.2379,16.8318
VASI,2018,GB9,bud,171,201.0702,10.9605,19.399
VASI,2018,GB16,bud,146,174.4341,22.1785,45.1135
VASI,2018,GB17,bud,169,182.7113,8.8706,21.0025
VASI,2018,RL3,flwr,186,217.9282,11.7924,28.1925
VASI,2018,RL4,flwr,184,211.6245,8.0416,20.1792
VASI,2018,RL6,flwr,188,214.8272,10.0716,25.2494
VASI,2018,RL7,flwr,194,218.8224,9.117,22.8572
VASI,2018,RL9,flwr,192,210.0597,5.7392,14.3869
VASI,2018,GB10,flwr,163,205.1932,8.8867,8.5984
VASI,2018,GB12,flwr,171,204.1721,8.2939,7.8149
VASI,2018,GB13,flwr,164,201.3853,6.6728,4.6726
VASI,2018,GB15,flwr,168,204.9184,15.4301,38.6782
VASI,2018,GB6,flwr,145,197.1746,9.7473,22.3618
VASI,2018,GB8,flwr,169,198.4679,5.4175,12.5725
VASI,2018,GB9,flwr,171,207.1698,11.3776,20.1676
VASI,2018,GB16,flwr,146,195.7727,12.6415,31.6926
VASI,2018,GB17,flwr,169,192.776,7.3771,13.3434
VASI,2018,RL2,fruit,176,213.5842,7.0498,1.9115
VASI,2018,RL3,fruit,186,230.4018,9.1383,12.8376
VASI,2018,RL4,fruit,184,229.4809,11.3112,17.6976
VASI,2018,RL6,fruit,188,235.0669,12.3412,26.7547
VASI,2018,RL7,fruit,194,234.5043,8.3632,18.4346
VASI,2018,RL9,fruit,192,226.2238,12.2268,10.976
VASI,2018,GB10,fruit,163,229.4551,11.4194,16.6141
VASI,2018,GB12,fruit,171,234.9063,10.1364,5.5077
VASI,2018,GB15,fruit,168,226.2137,12.0107,29.9565
VASI,2018,GB6,fruit,145,226.9165,18.0036,38.7409
VASI,2018,GB8,fruit,169,220.0812,6.9593,8.9624
VASI,2018,GB16,fruit,146,206.1113,6.4493,12.8592
VASI,2018,GB17,fruit,169,225.4273,11.8363,11.0946
VASI,2018,RL3,seed,186,243.4477,7.837,13.62
VASI,2018,RL4,seed,184,236.1607,8.579,17.9888
VASI,2018,RL5,seed,193,251.6897,12.6436,5.2759
VASI,2018,RL6,seed,188,241.6466,8.5358,21.4144
VASI,2018,RL7,seed,194,242.4979,7.7156,19.3805
VASI,2018,RL9,seed,192,233.7869,10.8907,7.7893
VASI,2018,GB10,seed,163,236.4689,10.8136,12.9355
VASI,2018,GB12,seed,171,234.9063,10.1364,5.5077
VASI,2018,GB15,seed,168,231.0466,10.3884,26.04
VASI,2018,GB6,seed,145,227.6371,10.8351,27.2065
VASI,2018,GB8,seed,169,226.5762,10.3679,10.5475
VASI,2018,GB16,seed,146,214.5528,5.1137,6.9102
VASI,2018,GB17,seed,169,229.5725,16.8266,10.8739
