Species,Year,Site,Phenophase,SDD,Opt,Duration,Height
LIGR,2013,RL8,fruit,193,257.1887,13.926,31.9573
LIGR,2013,RL1,seed,176,266.2653,20.2076,31.4123
LIGR,2013,RL3,seed,181,257.2633,17.904,30.83
LIGR,2013,RL4,seed,192,258.7399,9.529,19.465
LIGR,2013,RL6,seed,195,258.0089,6.9259,17.3606
LIGR,2013,RL7,seed,194,262.2686,7.1018,9.5365
LIGR,2013,RL8,seed,193,259.3229,4.8103,12.0848
LIGR,2014,RL3,bud,181,209.9034,18.3526,4.8957
LIGR,2014,RL6,bud,196,229.1296,7.9942,18.6321
LIGR,2014,RL7,bud,197,235.0581,5.634,5.8146
LIGR,2014,RL8,bud,194,233.9203,7.4976,14.7276
LIGR,2014,RL3,flwr,181,221.0008,10.3698,3.6255
LIGR,2014,RL6,flwr,196,236.0691,6.7436,16.3124
LIGR,2014,RL7,flwr,197,237.3989,6.5326,6.6648
LIGR,2014,RL8,flwr,194,243.9353,10.901,24.2853
LIGR,2014,RL3,fruit,181,222.7264,2.7435,2.4608
LIGR,2014,RL6,fruit,196,257.7494,12.3398,30.9883
LIGR,2014,RL7,fruit,197,250.3282,10.3588,7.7165
LIGR,2014,RL8,fruit,194,258.2192,11.2027,28.1493
LIGR,2014,RL1,seed,181,238.2914,9.9337,3.3069
LIGR,2014,RL3,seed,181,229.4066,6.8113,4.5607
LIGR,2014,RL6,seed,196,258.1048,2.0687,4.3251
LIGR,2014,RL8,seed,194,259.152,7.4397,4.7744
LIGR,2015,RL5,bud,140,179.4039,10.5184,8.0357
LIGR,2015,RL6,bud,151,187.6983,2.7121,5.3669
LIGR,2015,RL7,bud,149,188.5446,3.5446,2.1929
LIGR,2015,RL8,bud,149,186.6981,9.6493,6.9078
LIGR,2015,RL5,flwr,140,183.471,5.7295,11.8364
LIGR,2015,RL6,flwr,151,194.1938,7.9896,17.0648
LIGR,2015,RL7,flwr,149,192.8392,5.9841,7.4749
LIGR,2015,RL8,flwr,149,187.1898,4.9406,3.8688
LIGR,2015,RL3,fruit,139,195.6346,13.7162,3.119
LIGR,2015,RL5,fruit,140,193.0746,6.7817,9.5345
LIGR,2015,RL6,fruit,151,206.7028,10.8749,20.7066
LIGR,2015,RL7,fruit,149,198.4274,7.1643,6.0653
LIGR,2015,RL8,fruit,149,198.8992,9.5177,3.9763
LIGR,2015,RL1,seed,128,208.7996,15.6304,3.4501
LIGR,2015,RL3,seed,139,209.3206,11.2738,7.9618
LIGR,2015,RL5,seed,140,210.6227,9.4352,8.0711
LIGR,2015,RL6,seed,151,222.8586,14.688,14.5775
LIGR,2015,RL7,seed,149,218.2361,16.0108,14.1564
LIGR,2015,RL8,seed,149,220.3803,5.479,5.965
LIGR,2016,RL1,bud,167,212.2411,15.0841,27.2578
LIGR,2016,RL6,bud,191,224.081,10.2536,9.8056
LIGR,2016,RL7,bud,182,216.9653,3.9491,5.6384
LIGR,2016,RL8,bud,176,216.779,3.977,3.4734
LIGR,2016,RL3a,bud,158,210.1883,8.3902,5.7518
LIGR,2016,RL3b,bud,184,212.4986,12.015,30.1431
LIGR,2016,RL5b,bud,179,220.272,10.7019,22.7138
LIGR,2016,RL1,flwr,167,220.4999,7.9272,19.9101
LIGR,2016,RL6,flwr,191,231.5,5.418,19.1745
LIGR,2016,RL7,flwr,182,217.6241,3.9394,6.8079
LIGR,2016,RL5a,flwr,192,230.9083,10.238,7.2516
LIGR,2016,RL5b,flwr,179,235.2024,9.7487,24.5183
LIGR,2016,RL1,fruit,167,245.252,12.172,31.6193
LIGR,2016,RL6,fruit,191,249.0398,11.4605,25.3058
LIGR,2016,RL3b,fruit,184,251.0246,10.9295,31.8123
LIGR,2016,RL5a,fruit,192,249.2885,10.9451,13.1108
LIGR,2016,RL5b,fruit,179,254.5,13.172,33.2322
LIGR,2016,RL1,seed,167,255.8775,10.2845,17.6772
LIGR,2016,RL6,seed,191,262.7567,10.6177,9.9801
LIGR,2016,RL5b,seed,179,267,5.2556,15.5049
LIGR,2017,RL1,bud,191,221.8127,5.5374,12.0635
LIGR,2017,RL3,bud,188,215.2114,7.5692,6.6787
LIGR,2017,RL4,bud,188,215.6694,7.1644,5.378
LIGR,2017,RL6,bud,195,222.7221,6.4308,14.9799
LIGR,2017,RL7,bud,195,222.4935,7.4141,17.1452
LIGR,2017,RL8,bud,192,222.1809,7.2647,12.2319
LIGR,2017,RL9,bud,195,219.8031,6.3117,15.3189
LIGR,2017,RL10,bud,197,223.999,6.43,16.3133
LIGR,2017,RL1,flwr,191,231.635,9.6442,24.227
LIGR,2017,RL3,flwr,188,222.1502,4.2771,9.3171
LIGR,2017,RL4,flwr,188,218.8464,3.4209,8.0398
LIGR,2017,RL6,flwr,195,230.2712,7.3057,18.2832
LIGR,2017,RL7,flwr,195,232.7517,8.7755,22.0057
LIGR,2017,RL8,flwr,192,228.8626,7.9068,19.0016
LIGR,2017,RL9,flwr,195,226.5,5.5596,13.9924
LIGR,2017,RL10,flwr,197,231.3132,4.893,12.29
LIGR,2017,RL1,fruit,191,244.8787,9.2326,10.0089
LIGR,2017,RL3,fruit,188,228.2052,3.2076,5.4558
LIGR,2017,RL4,fruit,188,242.2658,12.0262,17.0671
LIGR,2017,RL6,fruit,195,247.0695,9.7506,23.5838
LIGR,2017,RL7,fruit,195,244.4819,10.0144,22.6911
LIGR,2017,RL8,fruit,192,240.0876,9.0915,19.189
LIGR,2017,RL9,fruit,195,239.102,10.0067,23.5697
LIGR,2017,RL10,fruit,197,241.5547,8.4599,6.505
LIGR,2017,RL1,seed,191,249.9736,10.3005,12.4503
LIGR,2017,RL3,seed,188,232.5543,4.4392,5.3485
LIGR,2017,RL4,seed,188,250.7176,12.0433,8.003
LIGR,2017,RL6,seed,195,260.5256,10.4573,26.9884
LIGR,2017,RL7,seed,195,256.6817,12.2033,15.0696
LIGR,2017,RL8,seed,192,252.532,8.1808,13.5669
LIGR,2017,RL9,seed,195,255.2113,11.771,19.4828
LIGR,2017,RL10,seed,197,257.4914,10.8477,7.4007
LIGR,2018,RL1,bud,187,219.4477,13.7023,17.0874
LIGR,2018,RL3,bud,186,215.6103,8.6424,10.6762
LIGR,2018,RL4,bud,184,210.7888,10.1335,11.3033
LIGR,2018,RL6,bud,188,214.786,3.9539,9.9255
LIGR,2018,RL7,bud,194,222.2303,9.7604,18.9078
LIGR,2018,RL8,bud,192,214.7489,3.0165,4.9941
LIGR,2018,RL1,flwr,187,230.0865,10.534,26.5044
LIGR,2018,RL3,flwr,186,225.9471,10.8463,22.0215
LIGR,2018,RL4,flwr,184,219.8362,9.2569,12.1633
LIGR,2018,RL6,flwr,188,220.1022,5.5557,10.8638
LIGR,2018,RL7,flwr,194,236.4239,12.5918,31.5809
LIGR,2018,RL8,flwr,192,218.9574,3.5075,8.7926
LIGR,2018,RL1,fruit,187,249.8843,13.5244,16.1831
LIGR,2018,RL3,fruit,186,242.9569,12.8552,32.3125
LIGR,2018,RL4,fruit,184,242.8346,12.5845,31.6141
LIGR,2018,RL6,fruit,188,234.0229,9.5602,15.1153
LIGR,2018,RL7,fruit,194,245.9602,10.931,27.5241
LIGR,2018,RL8,fruit,192,233.7429,7.9655,13.0757
LIGR,2018,RL1,seed,187,251.9159,19.3927,4.5569
LIGR,2018,RL3,seed,186,258.4788,7.5718,9.2448
LIGR,2018,RL4,seed,184,252.2786,11.8638,9.381
LIGR,2018,RL6,seed,188,250.8324,16.0474,4.6089
LIGR,2018,RL7,seed,194,257.3169,11.7258,11.6235
LIGR,2018,RL8,seed,192,240.3881,6.7462,3.8962
LUAR,2013,RL1,bud,176,202.9014,6.089,15.2648
LUAR,2013,RL2,bud,183,206.5,8.6046,21.6051
LUAR,2013,RL3,bud,181,201.6822,9.3875,19.2364
LUAR,2013,RL5,bud,188,219.0446,8.127,20.3717
LUAR,2013,RL6,bud,195,220.8273,6.3528,15.93
LUAR,2013,RL7,bud,194,218.2554,5.9031,14.8107
LUAR,2013,RL8,bud,193,222.2573,4.68,11.7293
LUAR,2013,RL9,bud,197,216.6923,6.603,16.5693
LUAR,2013,RL1,flwr,176,210.2008,6.3559,15.9399
LUAR,2013,RL2,flwr,183,216.309,7.6977,19.3108
LUAR,2013,RL3,flwr,181,208.5,6.0619,15.6674
LUAR,2013,RL5,flwr,188,226.7638,9.3901,22.9131
LUAR,2013,RL6,flwr,195,230.1783,10.0423,25.1762
LUAR,2013,RL7,flwr,194,225.9721,7.8262,19.6174
LUAR,2013,RL8,flwr,193,232.4999,7.8279,19.6617
LUAR,2013,RL9,flwr,197,221.8824,7.1603,17.9506
LUAR,2013,RL1,fruit,176,223.7732,12.9284,30.0364
LUAR,2013,RL2,fruit,183,235.4008,18.1741,44.6984
LUAR,2013,RL3,fruit,181,231.2286,16.5056,39.8379
LUAR,2013,RL5,fruit,188,238.625,9.7362,24.013
LUAR,2013,RL6,fruit,195,243.4152,13.6577,34.466
LUAR,2013,RL7,fruit,194,241.2676,13.707,33.1801
LUAR,2013,RL8,fruit,193,247.5679,11.5813,29.2529
LUAR,2013,RL9,fruit,197,239.6733,12.6278,31.6638
LUAR,2013,RL1,seed,176,246.3097,18.3115,45.9066
LUAR,2013,RL2,seed,183,258.9192,21.3486,47.0104
LUAR,2013,RL3,seed,181,254.3292,16.5007,35.9308
LUAR,2013,RL5,seed,188,258.4931,14.5148,30.4307
LUAR,2013,RL6,seed,195,258.2186,12.572,26.3849
LUAR,2013,RL7,seed,194,258.0631,10.5954,24.2466
LUAR,2013,RL8,seed,193,261.4088,12.2543,20.4027
LUAR,2013,RL9,seed,197,258.8258,14.1437,25.9613
LUAR,2014,RL1,bud,181,205.0298,7.0776,17.7411
LUAR,2014,RL2,bud,183,210.5261,8.8332,15.9552
LUAR,2014,RL3,bud,181,203.3662,4.6771,12.2348
LUAR,2014,RL4,bud,196,222.6382,7.3586,17.0489
LUAR,2014,RL5,bud,193,224.9754,11.3873,26.1679
LUAR,2014,RL6,bud,196,226.9752,10.3207,23.4584
LUAR,2014,RL7,bud,197,224.4803,7.1858,15.4518
LUAR,2014,RL8,bud,194,228.1987,8.5718,18.4951
LUAR,2014,RL9,bud,193,226.8,10.3619,25.9782
LUAR,2014,RL1,flwr,181,211.1136,6.5827,16.5027
LUAR,2014,RL2,flwr,183,216.7484,5.8979,14.7973
LUAR,2014,RL3,flwr,181,212.3206,9.9329,12.4166
LUAR,2014,RL4,flwr,196,235.0898,10.1815,25.5223
LUAR,2014,RL5,flwr,193,235.177,12.94,32.4389
LUAR,2014,RL6,flwr,196,234.2202,9.7151,24.4306
LUAR,2014,RL7,flwr,197,228.8645,7.5871,19.0211
LUAR,2014,RL8,flwr,194,235.2529,9.3067,23.337
LUAR,2014,RL9,flwr,193,234.2757,10.4652,26.2952
LUAR,2014,RL1,fruit,181,225.315,12.1349,30.4279
LUAR,2014,RL2,fruit,183,233.6949,11.6414,22.9912
LUAR,2014,RL3,fruit,181,231.4295,14.32,35.9111
LUAR,2014,RL4,fruit,196,252.0463,14.0719,32.6016
LUAR,2014,RL5,fruit,193,246.9587,11.7833,29.5366
LUAR,2014,RL6,fruit,196,253.3436,14.3466,23.4049
LUAR,2014,RL7,fruit,197,244.8181,10.1224,25.3668
LUAR,2014,RL8,fruit,194,254.3386,15.2081,35.7706
LUAR,2014,RL9,fruit,193,249.7136,15.0655,37.7705
LUAR,2014,RL1,seed,181,251.407,18.4414,43.8934
LUAR,2014,RL2,seed,183,250.9442,17.5157,17.3326
LUAR,2014,RL3,seed,181,258.7098,18.0184,36.6499
LUAR,2014,RL4,seed,196,257.5283,9.7722,14.2373
LUAR,2014,RL5,seed,193,261.8383,13.5306,14.4373
LUAR,2014,RL6,seed,196,256.0707,7.2827,3.1459
LUAR,2014,RL7,seed,197,260.3588,16.9555,19.1766
LUAR,2014,RL8,seed,194,251.9469,11.5597,7.9349
LUAR,2014,RL9,seed,193,260.7621,16.0477,16.8888
LUAR,2015,RL1,bud,128,156.1662,16.7022,26.9672
LUAR,2015,RL2,bud,140,169.5,5.351,13.4717
LUAR,2015,RL3,bud,139,168.3298,4.8156,12.0992
LUAR,2015,RL4,bud,145,171.1495,8.0946,20.2936
LUAR,2015,RL5,bud,140,169.4992,10.8116,27.1296
LUAR,2015,RL6,bud,151,175.8346,8.6035,21.7646
LUAR,2015,RL7,bud,149,171,7.2095,18.2462
LUAR,2015,RL8,bud,149,175.0662,4.6247,11.9045
LUAR,2015,RL9,bud,159,180.5986,4.8122,11.0219
LUAR,2015,GB10,bud,125,172.7282,9.0307,22.6468
LUAR,2015,GB11,bud,130,172.8727,11.5001,28.8281
LUAR,2015,GB12,bud,144,170.1644,5.9641,15.9674
LUAR,2015,GB13,bud,123,170.5053,8.0357,21.1371
LUAR,2015,GB14,bud,136,169.1149,7.0451,17.8819
LUAR,2015,GB4,bud,120,170.2414,9.2115,23.7836
LUAR,2015,GB5,bud,116,173.3215,15.1137,37.893
LUAR,2015,GB6,bud,116,158.5188,12.9543,32.4976
LUAR,2015,GB8,bud,133,172.8039,7.5533,16.8725
LUAR,2015,GB9,bud,143,181,10.9492,27.9073
LUAR,2015,RL1,flwr,128,169.3391,5.9467,14.9304
LUAR,2015,RL2,flwr,140,177.3019,5.2472,13.1745
LUAR,2015,RL3,flwr,139,175.5,4.434,11.769
LUAR,2015,RL4,flwr,145,181.2479,6.9593,17.4556
LUAR,2015,RL5,flwr,140,178.4797,11.6816,29.3105
LUAR,2015,RL6,flwr,151,187.8636,10.21,25.0927
LUAR,2015,RL7,flwr,149,175.5,6.2454,16.113
LUAR,2015,RL8,flwr,149,180.6031,4.0529,10.2079
LUAR,2015,RL9,flwr,159,185.7006,5.2957,13.2955
LUAR,2015,GB10,flwr,125,179.2541,12.9199,32.3916
LUAR,2015,GB11,flwr,130,182.8506,18.8183,27.751
LUAR,2015,GB12,flwr,144,180.5563,8.5582,21.7597
LUAR,2015,GB13,flwr,123,180.0501,9.9347,25.0422
LUAR,2015,GB14,flwr,136,176.3204,8.3378,20.9694
LUAR,2015,GB4,flwr,120,177.1851,11.4109,28.6066
LUAR,2015,GB5,flwr,116,176.82,9.3912,23.5445
LUAR,2015,GB6,flwr,116,167.4652,16.708,41.8969
LUAR,2015,GB8,flwr,133,181.4241,7.5476,19.3361
LUAR,2015,GB9,flwr,143,187.5446,6.4703,16.2761
LUAR,2015,RL1,fruit,128,189.3408,16.1248,26.9088
LUAR,2015,RL2,fruit,140,185.0765,7.9588,9.632
LUAR,2015,RL3,fruit,139,186.4677,7.2768,11.7515
LUAR,2015,RL4,fruit,145,200.0609,16.626,40.3061
LUAR,2015,RL5,fruit,140,193.8153,14.5652,36.5126
LUAR,2015,RL6,fruit,151,200.3063,16.2043,40.6255
LUAR,2015,RL7,fruit,149,190.799,9.6368,24.161
LUAR,2015,RL8,fruit,149,195.3999,11.4312,28.6713
LUAR,2015,RL9,fruit,159,199.1709,12.0361,28.8472
LUAR,2015,GB10,fruit,125,205.0754,20.9528,52.5721
LUAR,2015,GB11,fruit,130,202.2921,18.1834,44.1531
LUAR,2015,GB12,fruit,144,200.5142,16.8029,42.1384
LUAR,2015,GB13,fruit,123,204.8021,22.5158,50.36
LUAR,2015,GB14,fruit,136,195.9501,13.0782,32.7822
LUAR,2015,GB15,fruit,135,191.5,13.3742,34.115
LUAR,2015,GB4,fruit,120,192.7797,16.235,40.8102
LUAR,2015,GB5,fruit,116,189.4834,10.0278,17.1843
LUAR,2015,GB6,fruit,116,184.5004,16.6894,42.0034
LUAR,2015,GB8,fruit,133,204.0028,20.7831,46.019
LUAR,2015,GB9,fruit,143,207.0918,22.0792,55.3912
LUAR,2015,RL1,seed,128,220.0719,20.1777,44.4199
LUAR,2015,RL2,seed,140,207.3219,15.8752,18.0332
LUAR,2015,RL3,seed,139,205.8876,15.5132,21.8342
LUAR,2015,RL4,seed,145,232.7144,23.6531,58.3731
LUAR,2015,RL5,seed,140,219.282,21.984,52.0143
LUAR,2015,RL6,seed,151,229.37,21.6429,52.7056
LUAR,2015,RL7,seed,149,218.7435,18.4454,40.8307
LUAR,2015,RL8,seed,149,223.5723,18.8162,42.4604
LUAR,2015,RL9,seed,159,228.4656,19.7552,36.8924
LUAR,2015,GB10,seed,125,234.9773,19.6644,41.258
LUAR,2015,GB11,seed,130,226.7898,21.3204,39.0823
LUAR,2015,GB12,seed,144,221.2955,16.8508,28.3068
LUAR,2015,GB13,seed,123,224.4462,19.1065,36.7649
LUAR,2015,GB14,seed,136,220.0785,13.1611,28.4022
LUAR,2015,GB4,seed,120,228.751,20.9847,44.9339
LUAR,2015,GB5,seed,116,200.0238,11.7351,5.9323
LUAR,2015,GB6,seed,116,210.4232,18.6603,28.3878
LUAR,2015,GB8,seed,133,225.4977,21.3359,44.5956
LUAR,2015,GB9,seed,143,231.3329,19.3143,38.6203
LUAR,2016,RL1,bud,167,201.6246,7.6645,18.4905
LUAR,2016,RL2,bud,147,205.9607,10.8976,27.7621
LUAR,2016,RL4,bud,180,219.9474,11.8061,20.0002
LUAR,2016,RL6,bud,191,222.9954,9.1345,15.6207
LUAR,2016,RL7,bud,182,206.7362,8.1414,16.109
LUAR,2016,RL8,bud,176,218.4217,8.0932,13.2249
LUAR,2016,RL9,bud,202,219.4297,8.2149,17.3435
LUAR,2016,GB10,bud,154,212.2474,9.5347,23.7435
LUAR,2016,GB11,bud,154,206.0411,9.7383,24.4106
LUAR,2016,GB12,bud,172,208.7188,10.811,27.1591
LUAR,2016,GB13,bud,141,209.102,10.4481,17.3432
LUAR,2016,GB14,bud,165,206.0445,12.3451,30.9447
LUAR,2016,GB15,bud,173,209.3043,11.8032,29.713
LUAR,2016,GB4,bud,145,202.2836,20.6379,51.7628
LUAR,2016,GB5,bud,127,199.3895,8.8725,22.2615
LUAR,2016,GB6,bud,106,183.4999,17.0447,42.8905
LUAR,2016,GB7,bud,156,205.6188,7.3,18.3233
LUAR,2016,GB8,bud,155,204.0254,13.4358,33.6787
LUAR,2016,GB9,bud,178,213.8146,14.8418,37.2057
LUAR,2016,RL3a,bud,158,198.898,15.6868,4.628
LUAR,2016,RL5a,bud,192,217.8892,10.9949,21.1765
LUAR,2016,RL5b,bud,179,216.4994,8.8075,22.1126
LUAR,2016,RL1,flwr,167,209.5857,7.0928,17.8093
LUAR,2016,RL2,flwr,147,215.5,6.6441,16.7016
LUAR,2016,RL4,flwr,180,223.5,5.8526,14.724
LUAR,2016,RL6,flwr,191,225.0119,8.1188,13.9391
LUAR,2016,RL7,flwr,182,214.514,4.6614,2.813
LUAR,2016,RL8,flwr,176,226.3944,4.5625,11.5378
LUAR,2016,RL9,flwr,202,223.5,4.11,10.3786
LUAR,2016,GB10,flwr,154,223.494,10.8116,27.1289
LUAR,2016,GB11,flwr,154,215.3971,8.7441,22.1999
LUAR,2016,GB12,flwr,172,216.0764,10.0243,25.5937
LUAR,2016,GB13,flwr,141,219.1431,7.5251,7.2161
LUAR,2016,GB14,flwr,165,215.1303,11.101,27.9706
LUAR,2016,GB15,flwr,173,216.3093,12.5231,31.6782
LUAR,2016,GB4,flwr,145,213.6263,15.781,39.5681
LUAR,2016,GB5,flwr,127,205.8975,6.0052,15.055
LUAR,2016,GB6,flwr,106,187.1126,16.5235,41.4192
LUAR,2016,GB7,flwr,156,210.0232,5.9598,4.7598
LUAR,2016,GB8,flwr,155,215.3228,10.7639,27.1857
LUAR,2016,GB9,flwr,178,225.5,11.1264,28.1443
LUAR,2016,RL5a,flwr,192,218.1675,5.3749,13.6355
LUAR,2016,RL5b,flwr,179,220.5,5.8138,14.6269
LUAR,2016,RL1,fruit,167,228.6882,12.903,32.621
LUAR,2016,RL4,fruit,180,245.895,11.4035,30.3013
LUAR,2016,RL6,fruit,191,256.4907,14.143,25.5967
LUAR,2016,RL8,fruit,176,251.2611,11.6784,15.7502
LUAR,2016,RL9,fruit,202,254,13.2877,33.6868
LUAR,2016,GB10,fruit,154,246.5,14.7304,37.4591
LUAR,2016,GB11,fruit,154,228.6593,11.2801,11.0791
LUAR,2016,GB12,fruit,172,236.6652,15.7941,39.625
LUAR,2016,GB14,fruit,165,237.4584,13.3237,29.7962
LUAR,2016,GB15,fruit,173,237,19.4532,48.8264
LUAR,2016,GB4,fruit,145,234.2347,17.938,40.753
LUAR,2016,GB5,fruit,127,227.8133,16.2731,35.1873
LUAR,2016,GB6,fruit,106,216.3341,18.2295,35.4193
LUAR,2016,GB7,fruit,156,245.9909,16.5094,10.7935
LUAR,2016,GB8,fruit,155,235.4922,16.0446,32.1734
LUAR,2016,GB9,fruit,178,246.5,16.8029,42.5875
LUAR,2016,RL5a,fruit,192,236.2903,5.9926,15.039
LUAR,2016,RL5b,fruit,179,254.5,14.825,37.3514
LUAR,2016,RL1,seed,167,247.9521,16.2245,27.0662
LUAR,2016,RL4,seed,180,261.7355,11.8822,9.2988
LUAR,2016,RL6,seed,191,262.8282,19.0834,20.2153
LUAR,2016,RL9,seed,202,266.2336,6.5912,17.4981
LUAR,2016,GB10,seed,154,255.607,14.8612,14.3464
LUAR,2016,GB11,seed,154,236.2846,12.7765,10.2203
LUAR,2016,GB12,seed,172,248.7666,16.7657,18.0208
LUAR,2016,GB13,seed,141,232.7365,14.0677,6.4985
LUAR,2016,GB14,seed,165,243.0008,16.0191,14.6264
LUAR,2016,GB15,seed,173,251.6117,15.6542,36.9466
LUAR,2016,GB4,seed,145,240.5494,15.6672,28.2404
LUAR,2016,GB5,seed,127,236.352,21.2909,27.9077
LUAR,2016,GB6,seed,106,227.1149,23.392,18.6178
LUAR,2016,GB8,seed,155,233.4018,12.2939,15.8328
LUAR,2016,GB9,seed,178,243.8446,11.3828,20.4931
LUAR,2016,RL5b,seed,179,260.7738,19.1642,19.4007
LUAR,2017,RL2,bud,173,205.6321,8.7642,19.9788
LUAR,2017,RL3,bud,188,209.4831,8.5918,12.3389
LUAR,2017,RL5,bud,199,216.6326,4.5114,11.3459
LUAR,2017,RL6,bud,195,215.79,5.6763,12.8274
LUAR,2017,RL7,bud,195,214.219,5.5842,12.1068
LUAR,2017,RL8,bud,192,213.4623,3.9542,9.9796
LUAR,2017,RL9,bud,195,210.789,4.5812,11.4956
LUAR,2017,GB10,bud,176,209.3468,5.4992,13.8118
LUAR,2017,GB11,bud,175,207.7147,7.466,18.7282
LUAR,2017,GB12,bud,179,207.1035,7.1601,18.089
LUAR,2017,GB13,bud,169,213.7759,6.1934,13.6078
LUAR,2017,GB14,bud,174,207.1336,8.582,21.6218
LUAR,2017,GB15,bud,186,208.9055,7.0813,17.7518
LUAR,2017,GB4,bud,149,198.9129,12.4071,26.6774
LUAR,2017,GB5,bud,149,189.1283,11.4422,28.6832
LUAR,2017,GB6,bud,174,201.0952,10.1815,25.5224
LUAR,2017,GB7,bud,174,203.2047,10.3898,25.2224
LUAR,2017,GB8,bud,174,202.7151,7.9728,19.9975
LUAR,2017,GB9,bud,177,212.3162,7.7995,19.5666
LUAR,2017,GB17,bud,183,212.8692,5.8026,13.5899
LUAR,2017,RL10,bud,197,214.5332,3.8237,9.1535
LUAR,2017,RL11,bud,195,217.0724,9.4444,23.3936
LUAR,2017,RL2,flwr,173,215.3977,8.7318,21.91
LUAR,2017,RL3,flwr,188,217.9542,3.5059,8.7887
LUAR,2017,RL5,flwr,199,224,6.2394,15.8421
LUAR,2017,RL6,flwr,195,224.2413,7.1663,18.0643
LUAR,2017,RL7,flwr,195,222.1432,5.5668,13.9584
LUAR,2017,RL8,flwr,192,218.5562,4.2256,10.6506
LUAR,2017,RL9,flwr,195,215.6387,2.7142,6.8641
LUAR,2017,GB10,flwr,176,216.1988,6.2286,16.6167
LUAR,2017,GB11,flwr,175,213.5297,9.3944,23.5779
LUAR,2017,GB12,flwr,179,210.6966,6.9552,17.4508
LUAR,2017,GB13,flwr,169,218.9274,6.3525,15.9243
LUAR,2017,GB14,flwr,174,211.7446,10.8367,27.1712
LUAR,2017,GB15,flwr,186,211.5,6.3493,15.9648
LUAR,2017,GB4,flwr,149,206.9976,9.9385,25.0379
LUAR,2017,GB5,flwr,149,200.1679,16.1076,40.4296
LUAR,2017,GB6,flwr,174,204.7837,7.5668,18.975
LUAR,2017,GB7,flwr,174,208.4086,7.2339,18.1616
LUAR,2017,GB8,flwr,174,208.4163,6.7728,16.1368
LUAR,2017,GB9,flwr,177,221.4686,9.6603,24.2432
LUAR,2017,GB17,flwr,183,219.7482,7.3034,17.3231
LUAR,2017,RL10,flwr,197,220.5,4.2954,10.8403
LUAR,2017,RL11,flwr,195,224,8.5822,21.6588
LUAR,2017,RL2,fruit,173,231.5843,16.1266,40.4498
LUAR,2017,RL3,fruit,188,236.4236,15.2318,37.2123
LUAR,2017,RL5,fruit,199,243.0195,14.1162,35.3842
LUAR,2017,RL6,fruit,195,240.0412,16.1015,40.3606
LUAR,2017,RL7,fruit,195,239.9463,13.6678,34.2604
LUAR,2017,RL8,fruit,192,232.1975,12.4296,31.2213
LUAR,2017,RL9,fruit,195,230.6815,10.5622,24.4795
LUAR,2017,GB10,fruit,176,232.8337,11.9038,29.8414
LUAR,2017,GB11,fruit,175,228.9999,12.508,31.4532
LUAR,2017,GB12,fruit,179,230.6542,14.2723,35.7858
LUAR,2017,GB13,fruit,169,223.8552,5.8593,11.382
LUAR,2017,GB14,fruit,174,228.7501,13.5954,33.3652
LUAR,2017,GB15,fruit,186,233.4852,13.3584,33.5066
LUAR,2017,GB4,fruit,149,231.4928,18.3766,8.4531
LUAR,2017,GB5,fruit,149,216.3962,10.722,24.0825
LUAR,2017,GB6,fruit,174,222.6071,10.821,24.7505
LUAR,2017,GB7,fruit,174,216.9741,9.5093,13.2519
LUAR,2017,GB8,fruit,174,229,13.0093,32.7059
LUAR,2017,GB9,fruit,177,233.5,12.0013,30.109
LUAR,2017,GB17,fruit,183,231.8892,10.0562,25.2086
LUAR,2017,RL10,fruit,197,237.8417,13.6793,34.2913
LUAR,2017,RL11,fruit,195,237.5,13.6699,34.2884
LUAR,2017,RL2,seed,173,251.9683,13.9936,35.1608
LUAR,2017,RL3,seed,188,256.0007,13.1139,33.2559
LUAR,2017,RL5,seed,199,256.8467,15.4829,25.8226
LUAR,2017,RL6,seed,195,255.927,13.8483,35.0503
LUAR,2017,RL7,seed,195,252.1348,15.9671,29.179
LUAR,2017,RL8,seed,192,253.0658,11.8463,26.7726
LUAR,2017,RL9,seed,195,246.0663,14.6831,14.3475
LUAR,2017,GB10,seed,176,246.018,11.3554,17.3166
LUAR,2017,GB12,seed,179,255.2344,20.5083,19.6341
LUAR,2017,GB14,seed,174,243.8886,17.0618,18.1678
LUAR,2017,GB15,seed,186,255.8754,18.9358,17.3048
LUAR,2017,GB4,seed,149,228.947,12.3562,4.1901
LUAR,2017,GB5,seed,149,228.7471,10.5098,13.3996
LUAR,2017,GB6,seed,174,241.4962,14.9158,27.0535
LUAR,2017,GB7,seed,174,235.2522,10.6024,17.6094
LUAR,2017,GB8,seed,174,237.5,7.7102,19.3673
LUAR,2017,GB9,seed,177,241.4635,11.4451,23.1983
LUAR,2017,GB17,seed,183,246.1555,10.4458,21.6549
LUAR,2017,RL10,seed,197,250.8235,12.1568,30.4759
LUAR,2017,RL11,seed,195,250.9191,10.2961,23.3648
LUAR,2018,RL2,bud,176,205.4176,8.6462,17.5033
LUAR,2018,RL3,bud,186,207.5568,5.0222,10.75
LUAR,2018,RL5,bud,193,212.1082,4.6502,10.709
LUAR,2018,RL6,bud,188,209.5324,5.9234,8.2937
LUAR,2018,RL7,bud,194,213.6765,5.9621,10.4319
LUAR,2018,RL8,bud,192,212.6234,5.0975,5.0313
LUAR,2018,RL9,bud,192,214.7809,6.3161,2.1679
LUAR,2018,GB10,bud,163,202.0368,9.8342,24.6508
