"YEAR","MONTH","DAY","HOUR","MIN","TEMP"
2013,11,19,11,0,0.232
2013,11,19,13,0,0.232
2013,11,19,15,0,0.121
2013,11,19,17,0,0.232
2013,11,19,19,0,0.121
2013,11,19,21,0,0.121
2013,11,19,23,0,0.121
2013,11,20,1,0,0.232
2013,11,20,3,0,0.232
2013,11,20,5,0,0.121
2013,11,20,7,0,0.232
2013,11,20,9,0,0.121
2013,11,20,11,0,0.121
2013,11,20,13,0,0.232
2013,11,20,15,0,0.232
2013,11,20,17,0,0.232
2013,11,20,19,0,0.232
2013,11,20,21,0,0.232
2013,11,20,23,0,0.232
2013,11,21,1,0,0.121
2013,11,21,3,0,0.232
2013,11,21,5,0,0.232
2013,11,21,7,0,0.121
2013,11,21,9,0,0.121
2013,11,21,11,0,0.232
2013,11,21,13,0,0.232
2013,11,21,15,0,0.232
2013,11,21,17,0,0.232
2013,11,21,19,0,0.121
2013,11,21,21,0,0.121
2013,11,21,23,0,0.121
2013,11,22,1,0,0.232
2013,11,22,3,0,0.121
2013,11,22,5,0,0.121
2013,11,22,7,0,0.232
2013,11,22,9,0,0.121
2013,11,22,11,0,0.121
2013,11,22,13,0,0.232
2013,11,22,15,0,0.232
2013,11,22,17,0,0.232
2013,11,22,19,0,0.232
2013,11,22,21,0,0.121
2013,11,22,23,0,0.121
2013,11,23,1,0,0.121
2013,11,23,3,0,0.121
2013,11,23,5,0,0.121
2013,11,23,7,0,0.121
2013,11,23,9,0,0.121
2013,11,23,11,0,0.121
2013,11,23,13,0,0.121
2013,11,23,15,0,0.232
2013,11,23,17,0,0.121
2013,11,23,19,0,0.121
2013,11,23,21,0,0.232
2013,11,23,23,0,0.121
2013,11,24,1,0,0.121
2013,11,24,3,0,0.121
2013,11,24,5,0,0.121
2013,11,24,7,0,0.121
2013,11,24,9,0,0.232
2013,11,24,11,0,0.121
2013,11,24,13,0,0.121
2013,11,24,15,0,0.121
2013,11,24,17,0,0.121
2013,11,24,19,0,0.121
2013,11,24,21,0,0.121
2013,11,24,23,0,0.121
2013,11,25,1,0,0.121
2013,11,25,3,0,0.121
2013,11,25,5,0,0.121
2013,11,25,7,0,0.121
2013,11,25,9,0,0.121
2013,11,25,11,0,0.121
2013,11,25,13,0,0.121
2013,11,25,15,0,0.121
2013,11,25,17,0,0.121
2013,11,25,19,0,0.121
2013,11,25,21,0,0.121
2013,11,25,23,0,0.121
2013,11,26,1,0,0.121
2013,11,26,3,0,0.121
2013,11,26,5,0,0.121
2013,11,26,7,0,0.121
2013,11,26,9,0,0.121
2013,11,26,11,0,0.121
2013,11,26,13,0,0.121
2013,11,26,15,0,0.121
2013,11,26,17,0,0.121
2013,11,26,19,0,0.121
2013,11,26,21,0,0.121
2013,11,26,23,0,0.121
2013,11,27,1,0,0.121
2013,11,27,3,0,0.121
2013,11,27,5,0,0.121
2013,11,27,7,0,0.121
2013,11,27,9,0,0.121
2013,11,27,11,0,0.121
2013,11,27,13,0,0.121
2013,11,27,15,0,0.121
2013,11,27,17,0,0.121
2013,11,27,19,0,0.121
2013,11,27,21,0,0.121
2013,11,27,23,0,0.121
2013,11,28,1,0,0.121
2013,11,28,3,0,0.121
2013,11,28,5,0,0.121
2013,11,28,7,0,0.121
2013,11,28,9,0,0.121
2013,11,28,11,0,0.121
2013,11,28,13,0,0.121
2013,11,28,15,0,0.121
2013,11,28,17,0,0.121
2013,11,28,19,0,0.121
2013,11,28,21,0,0.121
2013,11,28,23,0,0.121
2013,11,29,1,0,0.121
2013,11,29,3,0,0.121
2013,11,29,5,0,0.121
2013,11,29,7,0,0.121
2013,11,29,9,0,0.121
2013,11,29,11,0,0.121
2013,11,29,13,0,0.121
2013,11,29,15,0,0.121
2013,11,29,17,0,0.121
2013,11,29,19,0,0.121
2013,11,29,21,0,0.121
2013,11,29,23,0,0.121
2013,11,30,1,0,0.121
2013,11,30,3,0,0.121
2013,11,30,5,0,0.121
2013,11,30,7,0,0.121
2013,11,30,9,0,0.121
2013,11,30,11,0,0.121
2013,11,30,13,0,0.121
2013,11,30,15,0,0.121
2013,11,30,17,0,0.121
2013,11,30,19,0,0.121
2013,11,30,21,0,0.121
2013,11,30,23,0,0.121
2013,12,1,1,0,0.121
2013,12,1,3,0,0.121
2013,12,1,5,0,0.121
2013,12,1,7,0,0.121
2013,12,1,9,0,0.121
2013,12,1,11,0,0.121
2013,12,1,13,0,0.121
2013,12,1,15,0,0.121
2013,12,1,17,0,0.121
2013,12,1,19,0,0.121
2013,12,1,21,0,0.121
2013,12,1,23,0,0.121
2013,12,2,1,0,0.121
2013,12,2,3,0,0.121
2013,12,2,5,0,0.121
2013,12,2,7,0,0.121
